DATE,GDP,permit,house_st,IPI_Cement,unemployed_rate,MSPUS,all_const_emp,PPI_Concrete,monthly_supply,total_emp_cons,p_saving_rate,ushpi,new_private_house,new_private_hw_under,emp_pop_ratio,labor_percent,population,home_ow_rate,PPI_Cement,income
2017-01-01,19280.084,1296.0,1190.0,103.6667,4.7,313100.0,744.3,217.4,5.4,6840.0,5.3,184.654,1081.0,1063.0,59.9,62.8,325901.0,63.6,238.9,16293.3
2017-02-01,19280.084,1237.0,1271.0,109.3678,4.6,313100.0,747.6,217.4,5.3,6881.0,5.6,185.02,1148.0,1070.0,60.0,62.9,326050.0,63.6,239.4,16363.5
2017-03-01,19280.084,1273.0,1190.0,104.1273,4.4,313100.0,746.5,217.2,5.0,6902.0,5.6,186.529,1147.0,1071.0,60.2,62.9,326207.0,63.6,239.3,16415.1
2017-04-01,19438.643,1239.0,1146.0,99.4783,4.4,318200.0,745.1,219.2,5.4,6916.0,5.7,188.543,1069.0,1075.0,60.2,63.0,326371.0,63.9,245.3,16476.0
2017-05-01,19438.643,1205.0,1157.0,98.5261,4.4,318200.0,747.2,219.2,5.1,6931.0,6.3,190.54,1170.0,1071.0,60.1,62.8,326548.0,63.9,245.5,16573.2
2017-06-01,19438.643,1353.0,1249.0,98.5578,4.3,318200.0,747.5,219.2,5.3,6962.0,6.0,192.267,1236.0,1073.0,60.1,62.8,326743.0,63.9,245.4,16604.0
2017-07-01,19692.595,1254.0,1206.0,96.7684,4.3,320500.0,753.2,219.2,5.8,6968.0,6.0,193.512,1173.0,1075.0,60.2,62.9,326939.0,63.9,245.6,16665.9
2017-08-01,19692.595,1336.0,1159.0,96.8806,4.4,320500.0,752.7,226.7,6.1,7002.0,6.1,194.347,1107.0,1083.0,60.1,62.9,327140.0,63.9,245.6,16733.7
2017-09-01,19692.595,1277.0,1181.0,96.879,4.3,320500.0,752.2,248.0,5.3,7013.0,5.9,194.818,1113.0,1093.0,60.4,63.1,327342.0,63.9,244.7,16841.9
2017-10-01,20037.088,1360.0,1257.0,98.9506,4.2,337900.0,759.7,248.0,5.5,7031.0,6.0,195.085,1196.0,1101.0,60.1,62.7,327528.0,64.0,243.8,16930.8
2017-11-01,20037.088,1295.0,1273.0,101.8784,4.2,337900.0,763.3,248.0,4.8,7068.0,5.6,195.452,1182.0,1107.0,60.1,62.7,327699.0,64.0,243.4,16997.5
2017-12-01,20037.088,1312.0,1177.0,102.0626,4.1,337900.0,772.5,248.0,5.6,7091.0,5.0,195.848,1200.0,1100.0,60.1,62.7,327848.0,64.0,243.3,17058.2
2018-01-01,20328.553,1311.0,1299.0,100.0281,4.0,331800.0,776.7,230.9,6.0,7093.0,5.7,196.114,1208.0,1105.0,60.1,62.7,327969.0,64.2,246.8,17141.7
2018-02-01,20328.553,1331.0,1277.0,101.3911,4.1,331800.0,785.2,230.9,5.7,7184.0,5.8,196.901,1288.0,1109.0,60.4,63.0,328085.0,64.2,246.6,17204.1
2018-03-01,20328.553,1381.0,1318.0,100.3022,4.0,331800.0,787.9,240.5,5.2,7194.0,5.9,198.57,1181.0,1121.0,60.4,62.9,328219.0,64.2,246.5,17268.2
2018-04-01,20580.912,1365.0,1276.0,102.4601,4.0,315600.0,792.9,242.7,5.6,7212.0,6.0,200.615,1224.0,1124.0,60.4,62.9,328364.0,64.5,248.1,17328.7
2018-05-01,20580.912,1331.0,1357.0,105.2745,3.8,315600.0,798.1,245.0,5.5,7274.0,6.0,202.453,1262.0,1131.0,60.5,62.9,328521.0,64.5,249.2,17404.4
2018-06-01,20580.912,1338.0,1192.0,103.0784,4.0,315600.0,802.2,245.0,5.8,7292.0,6.3,204.043,1212.0,1126.0,60.5,63.0,328692.0,64.5,251.0,17488.4
2018-07-01,20798.73,1333.0,1208.0,103.6884,3.8,330900.0,803.0,245.1,6.0,7318.0,6.5,204.95,1150.0,1127.0,60.6,63.0,328863.0,64.4,250.3,17587.6
2018-08-01,20798.73,1293.0,1288.0,103.0046,3.8,330900.0,802.1,250.6,6.5,7347.0,6.6,205.327,1262.0,1129.0,60.3,62.6,329040.0,64.4,249.6,17664.0
2018-09-01,20798.73,1320.0,1250.0,100.7646,3.7,330900.0,803.8,250.6,6.6,7375.0,6.8,205.373,1187.0,1135.0,60.4,62.8,329216.0,64.4,249.7,17693.5
2018-10-01,20917.867,1280.0,1221.0,100.0901,3.8,322800.0,803.4,250.6,7.2,7389.0,6.7,205.368,1122.0,1141.0,60.5,62.9,329379.0,64.6,250.3,17749.8
2018-11-01,20917.867,1334.0,1181.0,95.3075,3.8,322800.0,808.8,250.6,6.4,7386.0,6.5,205.105,1131.0,1144.0,60.6,62.9,329527.0,64.6,249.9,17795.7
2018-12-01,20917.867,1320.0,1095.0,96.3338,3.9,322800.0,812.7,249.0,7.6,7396.0,8.4,204.697,1053.0,1148.0,60.6,63.0,329659.0,64.6,249.9,18012.4
2019-01-01,21104.133,1254.0,1232.0,102.6488,4.0,313000.0,816.2,250.7,7.0,7424.0,8.2,204.203,1258.0,1152.0,60.6,63.1,329766.0,64.2,252.7,18053.9
2019-02-01,21104.133,1302.0,1128.0,98.9187,3.8,313000.0,813.7,250.5,6.4,7396.0,8.5,204.432,1334.0,1140.0,60.7,63.1,329862.0,64.2,252.1,18151.4
2019-03-01,21104.133,1291.0,1195.0,97.4072,3.8,313000.0,816.9,252.4,5.7,7422.0,7.9,205.781,1301.0,1125.0,60.6,63.0,329977.0,64.2,251.2,18229.5
2019-04-01,21384.775,1298.0,1267.0,98.5315,3.6,322500.0,811.0,253.3,5.8,7459.0,7.7,207.694,1329.0,1123.0,60.6,62.9,330103.0,64.3,255.6,18262.1
2019-05-01,21384.775,1338.0,1307.0,98.1995,3.7,322500.0,812.2,256.5,6.7,7486.0,7.3,209.358,1226.0,1132.0,60.6,62.9,330240.0,64.3,258.1,18277.0
2019-06-01,21384.775,1301.0,1228.0,98.042,3.6,322500.0,815.6,254.1,5.2,7511.0,7.1,210.593,1169.0,1142.0,60.7,63.0,330393.0,64.3,257.7,18310.5
2019-07-01,21694.282,1347.0,1245.0,102.4513,3.7,318400.0,817.5,253.4,5.9,7525.0,6.8,211.344,1219.0,1146.0,60.8,63.1,330553.0,64.7,255.5,18328.6
2019-08-01,21694.282,1528.0,1367.0,103.3392,3.7,318400.0,824.7,252.1,5.4,7530.0,7.0,211.703,1294.0,1149.0,60.8,63.1,330729.0,64.7,255.4,18423.6
2019-09-01,21694.282,1491.0,1300.0,106.1046,3.5,318400.0,825.8,253.4,5.4,7551.0,7.2,211.881,1150.0,1161.0,61.0,63.2,330904.0,64.7,255.5,18474.4
2019-10-01,21902.39,1538.0,1332.0,102.4713,3.6,327100.0,828.6,251.1,5.3,7556.0,7.3,211.974,1294.0,1160.0,61.0,63.3,331066.0,65.0,255.4,18549.5
2019-11-01,21902.39,1522.0,1346.0,97.2591,3.6,327100.0,830.7,251.9,5.4,7545.0,7.1,212.112,1244.0,1165.0,61.0,63.3,331213.0,65.0,255.1,18630.7
2019-12-01,21902.39,1461.0,1551.0,100.0059,3.6,327100.0,828.2,252.7,5.6,7528.0,6.4,212.243,1310.0,1177.0,61.0,63.3,331345.0,65.0,255.0,18583.8
2020-01-01,21706.513,1500.0,1572.0,107.993,3.5,329000.0,828.4,252.9,5.7,7580.0,7.2,212.404,1302.0,1195.0,61.1,63.3,331443.0,65.3,254.2,18821.5
2020-02-01,21706.513,1440.0,1565.0,105.8406,3.5,329000.0,837.2,253.7,5.6,7608.0,7.7,213.224,1271.0,1213.0,61.1,63.3,331525.0,65.3,253.9,18925.6
2020-03-01,21706.513,1348.0,1267.0,100.6725,4.4,329000.0,833.5,257.2,6.5,7539.0,12.5,215.2,1247.0,1215.0,59.8,62.6,331634.0,65.3,253.9,18577.4
2020-04-01,19913.143,1050.0,925.0,95.8725,14.7,322600.0,708.4,257.6,6.9,6527.0,32.0,217.245,1207.0,1193.0,51.3,60.1,331684.0,68.0,257.2,20750.9
2020-05-01,19913.143,1253.0,1054.0,99.8972,13.2,322600.0,773.6,263.3,5.4,7009.0,22.7,218.493,1171.0,1180.0,52.7,60.8,331685.0,68.0,256.2,19877.2
2020-06-01,19913.143,1329.0,1266.0,104.5993,11.0,322600.0,793.6,263.3,3.8,7170.0,18.4,219.82,1244.0,1183.0,54.7,61.5,331728.0,68.0,258.4,19920.9
2020-07-01,21647.64,1526.0,1529.0,105.4513,10.2,337500.0,803.1,261.4,3.4,7195.0,17.9,221.578,1314.0,1201.0,55.2,61.5,331795.0,67.3,259.7,20191.5
2020-08-01,21647.64,1564.0,1377.0,103.4103,8.4,337500.0,810.0,261.4,3.3,7225.0,14.0,224.05900000000003,1238.0,1213.0,56.5,61.7,331870.0,67.3,259.6,19594.2
2020-09-01,21647.64,1643.0,1463.0,101.6846,7.9,337500.0,818.9,263.3,3.4,7256.0,13.2,226.812,1446.0,1218.0,56.6,61.4,331950.0,67.3,259.8,19744.9
2020-10-01,22024.502,1622.0,1537.0,102.824,6.9,358700.0,827.2,263.3,3.3,7310.0,12.8,229.824,1370.0,1228.0,57.4,61.7,332025.0,65.7,259.7,19758.5
2020-11-01,22024.502,1713.0,1545.0,104.775,6.7,358700.0,828.0,263.3,4.0,7317.0,12.1,232.33,1240.0,1248.0,57.4,61.5,332063.0,65.7,259.5,19610.4
2020-12-01,22024.502,1760.0,1663.0,105.794,6.7,358700.0,837.6,263.3,4.1,7355.0,12.0,234.381,1386.0,1262.0,57.4,61.5,332047.0,65.7,259.6,19775.2
2021-01-01,22600.185,1866.0,1602.0,107.7894,6.3,369800.0,842.5,263.5,4.0,7363.0,19.3,236.456,1344.0,1282.0,57.5,61.3,331992.0,65.6,260.7,21760.9
2021-02-01,22600.185,1700.0,1422.0,94.1235,6.2,369800.0,846.2,264.4,4.9,7291.0,12.8,239.238,1322.0,1286.0,57.6,61.4,331968.0,65.6,261.3,20254.0
2021-03-01,22600.185,1731.0,1700.0,99.3792,6.1,369800.0,858.0,264.3,4.4,7395.0,26.1,244.234,1459.0,1308.0,57.8,61.5,332007.0,65.6,261.2,24471.8
2021-04-01,23292.362,1714.0,1484.0,102.5381,6.1,382600.0,854.3,265.7,4.7,7406.0,12.3,249.841,1438.0,1320.0,57.9,61.6,332073.0,65.5,268.0,21304.2
2021-05-01,23292.362,1680.0,1600.0,99.2814,5.8,382600.0,855.8,269.0,5.6,7394.0,9.9,255.465,1337.0,1338.0,58.0,61.5,332144.0,65.5,268.2,20899.7
2021-06-01,23292.362,1644.0,1661.0,96.703,5.9,382600.0,857.8,269.0,5.8,7400.0,8.7,261.188,1298.0,1372.0,58.0,61.7,332231.0,65.5,268.4,20934.3
2021-07-01,23828.973,1618.0,1593.0,95.8351,5.4,411200.0,867.2,271.816,5.7,7415.0,9.4,265.524,1361.0,1387.0,58.4,61.8,332358.0,65.4,269.453,21156.5
2021-08-01,23828.973,1837.0,1576.0,95.9847,5.2,411200.0,873.6,271.816,6.5,7431.0,8.7,268.8,1312.0,1412.0,58.6,61.7,332489.0,65.4,271.193,21207.3
2021-09-01,23828.973,1636.0,1560.0,96.9222,4.8,411200.0,879.9,271.816,6.0,7472.0,7.2,271.455,1232.0,1437.0,58.8,61.7,332594.0,65.4,271.694,21051.2
2021-10-01,24654.603,1727.0,1572.0,97.2735,4.5,423600.0,882.8,271.816,6.8,7514.0,6.6,273.66700000000003,1259.0,1464.0,59.0,61.8,332692.0,65.5,271.977,21201.4
2021-11-01,24654.603,1775.0,1712.0,101.2447,4.2,423600.0,889.2,278.675,6.0,7560.0,6.2,276.035,1389.0,1493.0,59.4,61.9,332790.0,65.5,270.722,21297.7
2021-12-01,24654.603,1948.0,1787.0,105.87,3.9,423600.0,896.4,278.675,5.6,7594.0,6.1,278.613,1337.0,1526.0,59.5,62.0,332876.0,65.5,271.163,21352.9
2022-01-01,25029.116,1898.0,1669.0,102.9497,4.0,433100.0,902.9,293.546,5.8,7590.0,4.1,281.99,1256.0,1553.0,59.7,62.2,332918.0,65.4,280.267,21294.8
2022-02-01,25029.116,1817.0,1771.0,101.875,3.8,433100.0,910.6,301.302,6.2,7669.0,4.1,287.224,1371.0,1581.0,59.8,62.2,332959.0,65.4,281.955,21426.2
2022-03-01,25029.116,1877.0,1713.0,101.5162,3.6,433100.0,913.6,301.302,7.0,7692.0,3.4,295.04400000000004,1356.0,1631.0,60.1,62.4,333056.0,65.4,281.915,21510.5
2022-04-01,25544.273,1795.0,1803.0,97.823,3.6,449300.0,918.3,304.653,8.5,7698.0,3.1,301.695,1361.0,1669.0,59.9,62.2,333184.0,65.9,287.439,21581.3
2022-05-01,25544.273,1708.0,1543.0,98.8438,3.6,449300.0,925.1,304.653,8.3,7736.0,3.1,306.472,1446.0,1680.0,60.0,62.3,333317.0,65.9,287.567,21657.1
2022-06-01,25544.273,1701.0,1561.0,100.5367,3.6,449300.0,921.4,309.714,9.5,7749.0,2.7,308.266,1392.0,1688.0,59.9,62.2,333460.0,65.9,288.522,21740.7
2022-07-01,25994.639,1658.0,1371.0,99.3388,3.5,468000.0,924.1,309.714,10.1,7773.0,3.5,307.10400000000004,1396.0,1683.0,59.9,62.1,333624.0,66.0,296.731,21910.5
2022-08-01,25994.639,1586.0,1505.0,97.9552,3.7,468000.0,924.5,309.714,8.7,7781.0,3.2,303.658,1355.0,1702.0,60.1,62.3,333799.0,66.0,299.595,22024.3
2022-09-01,25994.639,1588.0,1463.0,98.9721,3.5,468000.0,924.6,310.892,9.7,7797.0,3.0,300.481,1438.0,1698.0,60.1,62.3,333976.0,66.0,301.55,22121.5
2022-10-01,26408.405,1555.0,1432.0,99.6175,3.7,479500.0,929.5,310.892,9.7,7814.0,3.0,298.707,1348.0,1710.0,60.0,62.2,334141.0,65.9,306.085,22242.2
2022-11-01,26408.405,1402.0,1427.0,92.0686,3.6,479500.0,929.0,310.892,9.4,7833.0,3.3,296.904,1543.0,1695.0,59.9,62.2,334287.0,65.9,307.269,22267.7
2022-12-01,26408.405,1409.0,1357.0,92.3086,3.5,479500.0,934.3,310.892,8.5,7859.0,3.4,294.392,1390.0,1696.0,60.1,62.3,334420.0,65.9,307.445,22312.3
2023-01-01,26813.601,1354.0,1340.0,95.9918,3.4,429000.0,935.8,331.353,8.1,7885.0,4.4,292.82,1377.0,1695.0,60.2,62.4,334533.0,66.0,322.376,22525.3
